name,name_citation,type,type_citation,category,category_citation,relevance,relevance_citation,confidence,confidence_citation,direct_link,direct_link_citation
UCLA-AFRL Collaborative Center for Aerospace Sciences (CCAS),http://ccas.seas.ucla.edu/,"Center, Mechanical and Aerospace Engineering / Air Force Research Laboratory",http://ccas.seas.ucla.edu/,Research Center,http://ccas.seas.ucla.edu/,A partnership between UCLA and the Air Force Research Laboratory focusing on multi-disciplinary aerospace systems research.,http://ccas.seas.ucla.edu/,Direct,http://ccas.seas.ucla.edu/,http://ccas.seas.ucla.edu/,http://ccas.seas.ucla.edu/
"Earth, Planetary, and Space Sciences Student Organization (EPSSSO)",http://www2.ess.ucla.edu/~essso/,"Student Organization, Earth, Planetary, and Space Sciences",http://www2.ess.ucla.edu/~essso/,Student Organization,http://www2.ess.ucla.edu/~essso/,"Represents students in the EPSS department, fostering community and professional development in planetary science and space physics.",http://www2.ess.ucla.edu/~essso/,Direct,http://www2.ess.ucla.edu/~essso/,http://www2.ess.ucla.edu/~essso/,http://www2.ess.ucla.edu/~essso/
Unmanned Aerial Systems (UAS) at UCLA,https://uasatucla.org/,"Student Organization, Samueli School of Engineering",https://uasatucla.org/,Student Organization,https://uasatucla.org/,"Designs, builds, and flies autonomous aerial vehicles for the annual AUVSI Student UAS competition.",https://uasatucla.org/,Direct,https://uasatucla.org/,https://uasatucla.org/,https://uasatucla.org/
Autonomous Vehicle Systems Instrumentation Laboratory (AVSIL),http://www.seas.ucla.edu/~speyer/mylabs.htm,"Research Lab, Mechanical and Aerospace Engineering",http://www.seas.ucla.edu/~speyer/mylabs.htm,Research Lab,http://www.seas.ucla.edu/~speyer/mylabs.htm,"Conducts research on formation flight, GPS-based navigation, and instrumentation for autonomous aerospace vehicles.",http://www.seas.ucla.edu/~speyer/mylabs.htm,Direct,http://www.seas.ucla.edu/~speyer/mylabs.htm,http://www.seas.ucla.edu/~speyer/mylabs.htm,http://www.seas.ucla.edu/~speyer/mylabs.htm
Sensors and Instrumentation Laboratory (SIL),http://www.seas.ucla.edu/mcloskey/,"Research Lab, Mechanical and Aerospace Engineering",http://www.seas.ucla.edu/mcloskey/,Research Lab,http://www.seas.ucla.edu/mcloskey/,"Focuses on microscale sensors, including Coriolis vibratory gyroscopes essential for aerospace navigation and robotics.",http://www.seas.ucla.edu/mcloskey/,Strongly Adjacent,http://www.seas.ucla.edu/mcloskey/,http://www.seas.ucla.edu/mcloskey/,http://www.seas.ucla.edu/mcloskey/
Basic Plasma Science Facility (BaPSF),https://plasma.physics.ucla.edu/,"National Research Facility, Physics and Astronomy",https://plasma.physics.ucla.edu/,Research Center,https://plasma.physics.ucla.edu/,A national collaborative facility for fundamental plasma physics research relevant to space plasmas and fusion energy.,https://plasma.physics.ucla.edu/,Direct,https://plasma.physics.ucla.edu/,https://plasma.physics.ucla.edu/,https://plasma.physics.ucla.edu/
Fusion Science and Technology Center (FTC),http://www.fusion.ucla.edu/,"Center, Mechanical and Aerospace Engineering",http://www.fusion.ucla.edu/,Research Center,http://www.fusion.ucla.edu/,"Focuses on the engineering and physics of fusion energy, including plasma-material interactions and magnetohydrodynamics.",http://www.fusion.ucla.edu/,Strongly Adjacent,http://www.fusion.ucla.edu/,http://www.fusion.ucla.edu/,http://www.fusion.ucla.edu/
Spinning Fluids Lab (SpinLab),https://spinlab.ucla.edu/,"Research Lab, Earth, Planetary, and Space Sciences",https://spinlab.ucla.edu/,Research Lab,https://spinlab.ucla.edu/,"Uses experimental fluid dynamics to study the internal processes of planets, such as core convection and magnetic field generation.",https://spinlab.ucla.edu/,Strongly Adjacent,https://spinlab.ucla.edu/,https://spinlab.ucla.edu/,https://spinlab.ucla.edu/
VECTR Lab,https://vectr-ucla.github.io/,"Research Lab, Mechanical and Aerospace Engineering",https://vectr-ucla.github.io/,Research Lab,https://vectr-ucla.github.io/,"Specializes in autonomy algorithms and robotics, focusing on control and navigation in complex environments.",https://vectr-ucla.github.io/,Strongly Adjacent,https://vectr-ucla.github.io/,https://vectr-ucla.github.io/,https://vectr-ucla.github.io/
SCI Autonomy Lab,https://sciautonomy.com/,"Research Lab, Mechanical and Aerospace Engineering",https://sciautonomy.com/,Research Lab,https://sciautonomy.com/,"Researches safety-critical control and learning for autonomous systems, highly relevant to aerospace and robotics.",https://sciautonomy.com/,Strongly Adjacent,https://sciautonomy.com/,https://sciautonomy.com/,https://sciautonomy.com/
UCLA Robot Intelligence Lab (URIL),https://ucla-robot-intelligence-lab.github.io/,"Research Lab, Samueli School of Engineering",https://ucla-robot-intelligence-lab.github.io/,Research Lab,https://ucla-robot-intelligence-lab.github.io/,"Explores robot learning, adaptation, and human-robot interaction in real-world scenarios.",https://ucla-robot-intelligence-lab.github.io/,Strongly Adjacent,https://ucla-robot-intelligence-lab.github.io/,https://ucla-robot-intelligence-lab.github.io/,https://ucla-robot-intelligence-lab.github.io/
Biomechatronics Laboratory,https://biomechatronics.ucla.edu/,"Research Lab, Mechanical and Aerospace Engineering",https://biomechatronics.ucla.edu/,Research Lab,https://biomechatronics.ucla.edu/,"Develops robotic hands and tactile sensing systems, bridging the gap between biological systems and autonomous robots.",https://biomechatronics.ucla.edu/,Strongly Adjacent,https://biomechatronics.ucla.edu/,https://biomechatronics.ucla.edu/,https://biomechatronics.ucla.edu/
Bionics Laboratory,http://bionics.seas.ucla.edu/,"Research Lab, Mechanical and Aerospace Engineering",http://bionics.seas.ucla.edu/,Research Lab,http://bionics.seas.ucla.edu/,"Focuses on medical robotics and surgical robots, which utilize advanced robotics and control mechanisms.",http://bionics.seas.ucla.edu/,Strongly Adjacent,http://bionics.seas.ucla.edu/,http://bionics.seas.ucla.edu/,http://bionics.seas.ucla.edu/
Institute of Geophysics and Planetary Physics (IGPP),https://igpp.ucla.edu/,"Research Institute, Earth, Planetary, and Space Sciences",https://igpp.ucla.edu/,Research Institute,https://igpp.ucla.edu/,"A major research center for geophysics, space physics, and planetary science, hosting many of UCLA's space mission teams.",https://igpp.ucla.edu/,Direct,https://igpp.ucla.edu/,https://igpp.ucla.edu/,https://igpp.ucla.edu/
High Energy Density Physics (HEDP) Group / PHOENIX Laser Lab,https://hedp.physics.ucla.edu/,"Research Lab, Physics and Astronomy",https://hedp.physics.ucla.edu/,Research Lab,https://hedp.physics.ucla.edu/,Conducts experimental plasma physics research using high-energy lasers to simulate astrophysical and space phenomena.,https://hedp.physics.ucla.edu/,Strongly Adjacent,https://hedp.physics.ucla.edu/,https://hedp.physics.ucla.edu/,https://hedp.physics.ucla.edu/
Plasma Diagnostics Group (PDG),https://plasma-diagnostics-group.physics.ucla.edu/,"Research Lab, Physics and Astronomy",https://plasma-diagnostics-group.physics.ucla.edu/,Research Lab,https://plasma-diagnostics-group.physics.ucla.edu/,Experts in advanced microwave and millimeter wave plasma diagnostics for fusion and space research.,https://plasma-diagnostics-group.physics.ucla.edu/,Strongly Adjacent,https://plasma-diagnostics-group.physics.ucla.edu/,https://plasma-diagnostics-group.physics.ucla.edu/,https://plasma-diagnostics-group.physics.ucla.edu/
Meteorite Gallery (UCLA),https://meteorites.ucla.edu/,"Museum/Research Center, Earth, Planetary, and Space Sciences",https://meteorites.ucla.edu/,Research Center,https://meteorites.ucla.edu/,"Houses one of the largest meteorite collections in the world, supporting research into the formation and evolution of the solar system.",https://meteorites.ucla.edu/,Direct,https://meteorites.ucla.edu/,https://meteorites.ucla.edu/,https://meteorites.ucla.edu/
Infrared Laboratory,http://ircamera.astro.ucla.edu/,"Research Lab, Physics and Astronomy",http://ircamera.astro.ucla.edu/,Research Lab,http://ircamera.astro.ucla.edu/,Develops state-of-the-art infrared instrumentation for ground-based and space-based telescopes to study the cosmos.,http://ircamera.astro.ucla.edu/,Direct,http://ircamera.astro.ucla.edu/,http://ircamera.astro.ucla.edu/,http://ircamera.astro.ucla.edu/
UCLA Space Physics Group,https://epss.ucla.edu/research-areas/space-physics/,"Research Area/Group, Earth, Planetary, and Space Sciences",https://epss.ucla.edu/research-areas/space-physics/,Research Lab,https://epss.ucla.edu/research-areas/space-physics/,"Studies planetary magnetospheres, the solar wind, and the interaction between the sun and solar system objects.",https://epss.ucla.edu/research-areas/space-physics/,Direct,https://epss.ucla.edu/research-areas/space-physics/,https://epss.ucla.edu/research-areas/space-physics/,https://epss.ucla.edu/research-areas/space-physics/
Planetary Science Group,https://epss.ucla.edu/planetary-science/,"Research Area/Group, Earth, Planetary, and Space Sciences",https://epss.ucla.edu/planetary-science/,Research Lab,https://epss.ucla.edu/planetary-science/,"Investigates the dynamics, physical properties, and atmospheres of planets, moons, and solar system objects.",https://epss.ucla.edu/planetary-science/,Direct,https://epss.ucla.edu/planetary-science/,https://epss.ucla.edu/planetary-science/,https://epss.ucla.edu/planetary-science/
UCLA MAG Lab (Space Magnetometer Lab),https://epss.ucla.edu/research-areas/space-physics/,"Research Lab, Earth, Planetary, and Space Sciences",https://epss.ucla.edu/research-areas/space-physics/,Research Lab,https://epss.ucla.edu/research-areas/space-physics/,"Designs and builds space-qualified magnetometers for NASA missions like THEMIS, ARTEMIS, and TRACERS.",https://epss.ucla.edu/research-areas/space-physics/,Direct,https://epss.ucla.edu/research-areas/space-physics/,https://epss.ucla.edu/research-areas/space-physics/,https://epss.ucla.edu/research-areas/space-physics/
