name,name_citation,type,type_citation,category,category_citation,relevance,relevance_citation,confidence,confidence_citation,direct_link,direct_link_citation
Telerobotics and Biorobotics Laboratory (TBL),https://telerobotics.ece.ualberta.ca/,Research Lab,https://telerobotics.ece.ualberta.ca/,Robotics,https://telerobotics.ece.ualberta.ca/,"Focuses on haptics, telerobotics, and robotics for medical applications. Led by Dr. Mahdi Tavakoli. Affiliated with Department of Electrical and Computer Engineering.",https://telerobotics.ece.ualberta.ca/,Direct,https://telerobotics.ece.ualberta.ca/,https://telerobotics.ece.ualberta.ca/,https://telerobotics.ece.ualberta.ca/
Surgical and Rehabilitation Robotics Lab,https://robotics.ualberta.ca/,Research Lab,https://robotics.ualberta.ca/,Robotics,https://robotics.ualberta.ca/,Develops robots and robotic systems for medical/biomedical applications including surgery and rehabilitation. Affiliated with Faculty of Engineering.,https://robotics.ualberta.ca/,Direct,https://robotics.ualberta.ca/,https://robotics.ualberta.ca/,https://robotics.ualberta.ca/
Physics and Astronomy Students' Association (PASA),https://www.facebook.com/uofa.pasa/,Student Organization / Club,https://www.facebook.com/uofa.pasa/,Astronomy / Physics,https://www.facebook.com/uofa.pasa/,"Departmental club for physics and astronomy students, organizing social and academic events related to the fields. Affiliated with Department of Physics.",https://www.facebook.com/uofa.pasa/,Direct,https://www.facebook.com/uofa.pasa/,https://www.facebook.com/uofa.pasa/,https://www.facebook.com/uofa.pasa/
AstroTAC (Astronomers in training assisting the community),https://www.instagram.com/p/DUXG7kGkQO0/,Student Organization / Outreach Group,https://www.instagram.com/p/DUXG7kGkQO0/,Astronomy,https://www.instagram.com/p/DUXG7kGkQO0/,Team of dedicated students bringing space science to classrooms and communities; outreach arm associated with astronomy training. Affiliated with Department of Physics.,https://www.instagram.com/p/DUXG7kGkQO0/,Direct,https://www.instagram.com/p/DUXG7kGkQO0/,https://www.ualberta.ca/en/physics/outreach/astronomy-outreach/index.html,https://www.ualberta.ca/en/physics/outreach/astronomy-outreach/index.html
AlbertaLoop,http://albertaloop.ca/,Design Team / Student Organization,https://www.ualberta.ca/en/engineering/student-services/experiential-learning/student-groups-clubs.html,Aerospace / Transportation,http://albertaloop.ca/,Designs and builds a Hyperloop pod for the SpaceX-sponsored Hyperloop Pod Competition; involves vacuum-sealed high-speed transport technology. Affiliated with Faculty of Engineering.,http://albertaloop.ca/,Strongly Adjacent,http://albertaloop.ca/,http://albertaloop.ca/,http://albertaloop.ca/
Society of Photo-Optical Instrumentation Engineers (SPIE) UAlberta Chapter,https://alberta.campuslabs.com/engage/organization/spie-ualberta-chapter,Student Organization / Club,https://alberta.campuslabs.com/engage/organization/spie-ualberta-chapter,Astronomy / Instrumentation,https://alberta.campuslabs.com/engage/organization/spie-ualberta-chapter,"Student chapter for optics and photonics, supporting projects and research related to space-based and ground-based astronomical instrumentation. Affiliated with Faculty of Science/Engineering.",https://alberta.campuslabs.com/engage/organization/spie-ualberta-chapter,Strongly Adjacent,https://alberta.campuslabs.com/engage/organization/spie-ualberta-chapter,https://alberta.campuslabs.com/engage/organization/spie-ualberta-chapter,https://alberta.campuslabs.com/engage/organization/spie-ualberta-chapter
AuroraWatch.ca,https://www.aurorawatch.ca/,Service / Research Group,https://www.aurorawatch.ca/,Space Physics / Outreach,https://www.aurorawatch.ca/,Provides real-time auroral forecast alerts based on geomagnetic activity monitoring; research service for space weather enthusiasts. Affiliated with Department of Physics.,https://www.aurorawatch.ca/,Strongly Adjacent,https://www.aurorawatch.ca/,https://www.aurorawatch.ca/,https://www.aurorawatch.ca/
Planetary Materials Science / Meteorite Collection,https://www.ualberta.ca/en/institute-for-space-science-exploration-and-technology/research-areas/planetary-materials-science.html,Research Group / Facility,https://www.ualberta.ca/en/institute-for-space-science-exploration-and-technology/research-areas/planetary-materials-science.html,Space / Planetary Science,https://www.ualberta.ca/en/institute-for-space-science-exploration-and-technology/research-areas/planetary-materials-science.html,Houses the second-largest meteorite collection in Canada and conducts research on planetary materials and meteorites. Affiliated with Department of Earth and Atmospheric Sciences and ISSET.,https://www.ualberta.ca/en/institute-for-space-science-exploration-and-technology/research-areas/planetary-materials-science.html,Direct,https://www.ualberta.ca/en/institute-for-space-science-exploration-and-technology/research-areas/planetary-materials-science.html,https://www.ualberta.ca/en/earth-sciences/facilities/collections/meteorite-collection.html,https://www.ualberta.ca/en/earth-sciences/facilities/collections/meteorite-collection.html
Advanced Control and Intelligent Systems (ACIS) Lab,https://www.ualberta.ca/en/electrical-computer-engineering/research/areas-of-specialization/control-systems.html,Research Lab,https://www.ualberta.ca/en/electrical-computer-engineering/research/areas-of-specialization/control-systems.html,Robotics / Aerospace,https://www.ualberta.ca/en/electrical-computer-engineering/research/areas-of-specialization/control-systems.html,Research involves autonomous vehicles and control systems with applications in aerospace and robotics. Led by Dr. Alan Lynch. Affiliated with Department of Electrical and Computer Engineering.,https://www.ualberta.ca/en/electrical-computer-engineering/research/areas-of-specialization/control-systems.html,Strongly Adjacent,https://www.ualberta.ca/en/electrical-computer-engineering/research/areas-of-specialization/control-systems.html,https://www.ualberta.ca/en/electrical-computer-engineering/index.html,https://www.ualberta.ca/en/electrical-computer-engineering/index.html
"PRISM Lab (Performance, Reliability, and Safety in Mechatronics)",https://www.facebook.com/groups/1649389145936164/posts/1756959811845763/,Research Lab,https://www.facebook.com/groups/1649389145936164/posts/1756959811845763/,Robotics / Mechatronics,https://www.facebook.com/groups/1649389145936164/posts/1756959811845763/,"Research on robotics, mechatronics, and instrumentation with a focus on reliability and safety. Affiliated with Department of Mechanical Engineering.",https://www.facebook.com/groups/1649389145936164/posts/1756959811845763/,Strongly Adjacent,https://www.facebook.com/groups/1649389145936164/posts/1756959811845763/,https://www.ualberta.ca/en/mechanical-engineering/index.html,https://www.ualberta.ca/en/mechanical-engineering/index.html
Students for the Exploration and Development of Space (SEDS),https://www.ualberta.ca/en/admissions/media-library/uai-assets/docs/viewbook-2025-26/uofa_engineering_2025-26.pdf,Student Organization / Club,https://www.ualberta.ca/en/admissions/media-library/uai-assets/docs/viewbook-2025-26/uofa_engineering_2025-26.pdf,Space,https://www.ualberta.ca/en/admissions/media-library/uai-assets/docs/viewbook-2025-26/uofa_engineering_2025-26.pdf,Student-run non-profit missioned to strengthen Canada's future in space through hands-on projects and research. Affiliated with Faculty of Engineering.,https://www.ualberta.ca/en/admissions/media-library/uai-assets/docs/viewbook-2025-26/uofa_engineering_2025-26.pdf,Direct,https://www.ualberta.ca/en/admissions/media-library/uai-assets/docs/viewbook-2025-26/uofa_engineering_2025-26.pdf,https://www.seds.ca/,https://www.seds.ca/
Space Physics Group,https://www.ualberta.ca/en/physics/research/astrophysics-and-space-physics/index.html,Research Group,https://www.ualberta.ca/en/physics/research/astrophysics-and-space-physics/index.html,Space Physics,https://www.ualberta.ca/en/physics/research/astrophysics-and-space-physics/index.html,"Research on planetary and space environments, space physics, and space-based observations. Affiliated with Department of Physics.",https://www.ualberta.ca/en/physics/research/astrophysics-and-space-physics/index.html,Direct,https://www.ualberta.ca/en/physics/research/astrophysics-and-space-physics/index.html,https://www.ualberta.ca/en/physics/research/index.html,https://www.ualberta.ca/en/physics/research/index.html
Astronomy and Astrophysics Group,https://www.ualberta.ca/en/physics/research/astrophysics-and-space-physics/index.html,Research Group,https://www.ualberta.ca/en/physics/research/astrophysics-and-space-physics/index.html,Astronomy / Astrophysics,https://www.ualberta.ca/en/physics/research/astrophysics-and-space-physics/index.html,"Focuses on observational and theoretical astronomy, including stellar evolution, compact objects, and cosmology. Affiliated with Department of Physics.",https://www.ualberta.ca/en/physics/research/astrophysics-and-space-physics/index.html,Direct,https://www.ualberta.ca/en/physics/research/astrophysics-and-space-physics/index.html,https://www.ualberta.ca/en/physics/research/index.html,https://www.ualberta.ca/en/physics/research/index.html
